,Feedt,S_It,S_St,X_It,X_St,X_BHt,X_BA,X_P
138,0.200739382979008,0.03000000000000002,0.0009417886933337307,0.003662482672328761,0.0001793927198362401,0.008758058257157978,0.00045647045794653133,0.0012891846830218516
139,0.24121841868517915,0.0299999999998819,0.001047492102371358,0.0036624826722988337,0.00022767465635022943,0.009877721677939669,0.00043149828169137557,0.0014509287323981033
140,0.14506647019133673,0.030000000000000034,0.0008626129158397693,0.0036624826723291753,0.00013400016436609813,0.0072096950360612715,0.00048557359578705597,0.0010646064909795438
141,0.2413984313526104,0.03000000000000002,0.0010479519774900116,0.003662482672329075,0.00022790009357050086,0.0098826594991938,0.00043159024288454633,0.0014516335822385138
142,0.18877576137213745,0.030000000000000006,0.000921411097429683,0.0036624826723290226,0.00016845857381381506,0.008425791566163892,0.0004630111042469911,0.0012410447879241684
143,0.18046789857351955,0.029999999999996186,0.0009090230346977728,0.003662482672328165,0.0001614041197929888,0.00819484130605071,0.0004674196449974545,0.0012075603812604218
144,0.2058873511382539,0.030000000000000006,0.0009518350252888596,0.0036624826723290933,0.00018447171907779732,0.008900880776226982,0.00045357189544927603,0.0013098608288407755
145,0.17349579069558496,0.029999999999880678,0.0008993693370450697,0.003662482672306263,0.00015573392044224138,0.008000980533560412,0.0004707557449298132,0.0011794539487765719
146,0.21260607432284154,0.03000000000000001,0.0009663924011639954,0.003662482672329001,0.00019152223224238509,0.009087108614094782,0.0004496943363989954,0.0013368023612079416
147,0.17564739150965783,0.03000000000000002,0.0009022717454164461,0.0036624826723290877,0.00015745846303799222,0.008060774947750425,0.00046995722531626685,0.0011881154932100694
148,0.1745156046702567,0.029999999999693466,0.0009007974844810896,0.003662482672382267,0.00015656195619337152,0.008029392787678665,0.0004697736901958606,0.0011835804961423772
149,0.21188841945779827,0.029999999999901644,0.0009648275162164897,0.0036624826723060965,0.00019076133139006216,0.009067263227128487,0.0004498877580097394,0.0013339409671085565
150,0.23142601739981938,0.030000000000000047,0.0010166162856500968,0.00366248267232904,0.00021419440765845744,0.009607561024174783,0.00043814782135029394,0.0014119716670387117
151,0.1564979255379766,0.030000000000000006,0.0008771688755429685,0.0036624826723290955,0.00014252756972344698,0.007527921762809057,0.0004798077844412072,0.0011107987059999832
152,0.2606930167757576,0.030000000000000006,0.0011133497643974883,0.003662482672328892,0.00025698562226028767,0.010413920437545536,0.00041805185593030077,0.0015281192645696816
153,0.21834346574500726,0.029999999999815945,0.0009802703914043758,0.0036624826722754995,0.00019797364652289406,0.009246026677593257,0.00044604709770896655,0.0013597890418286696
154,0.2691456045635732,0.03,0.0011428848229229607,0.0036624826723290543,0.00027057870424535913,0.010646335185819165,0.0004117583629739068,0.001561542330323057
155,0.2033361237869062,0.030000000000000016,0.0009467444855855002,0.003662482672329011,0.00018192221707912987,0.008830114167648813,0.00045501569583884083,0.0012996174965975295
156,0.19995031004669486,0.02999999999993171,0.0009403144383419626,0.0036624826722449814,0.00017863444762196873,0.008736169189143009,0.00045693068524332094,0.0012860195296510294
